imdb_id,gross,release_time,duration,out_week,first_pub_before_release_week,last_pub_after_out_week,first_pub_before_release,last_pub_after_out,average_post_t1,average_post_t2,average_post_t3,average_post_t4,average_post_t5,average_post_t6,average_post_t7,video_t1,video_t2,video_t3,status_t1,status_t2,status_t3,offer,swf,photo_t1,photo_t2,photo_t3,link_t1,link_t2,link_t3,question_t1,question_t2,question_t3,na_t1,na_t2,na_t3,wall_post,created_note,created_event,added_video_t1,added_video_t2,added_video_t3,mobile_status_update_t1,mobile_status_update_t2,mobile_status_update_t3,app_created_story_t1,app_created_story_t2,app_created_story_t3,added_photos_t1,added_photos_t2,added_photos_t3,shared_story_t1,shared_story_t2,shared_story_t3,avg_like_cnt_t1,avg_like_cnt_t2,avg_like_cnt_t3,avg_like_cnt,avg_com_cnt_t1,avg_com_cnt_t2,avg_com_cnt_t3,avg_com_cnt,avg_share_cnt_t1,avg_share_cnt_t2,avg_share_cnt_t3,avg_share_cnt,avg_star_rating,avg_sen_score,avg_sen_score_2,avg_sen_score_3,pos_rate,neg_rate,review_cnt,feature_clusters
tt2125666,2400000,2220,19,2238,2196,2297,24,59,0.125,1.75,3.5,5.105263158,2,2.75,0.355932203,2,6,3,0,0,12,0,0,8,66,19,14,25,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,12,1,0,1,6,55,19,16,39,8,10.875,17.0208,15.9825,16.3354,3.70833,3.82292,3.82456,3.90683,5.5,1.91667,2.55263,2.40994,3.30769,2.405718182,1,0.107518182,0.545454545,0.454545455,11,2
tt2176013,3000000,2237,3,2239,2228,2306,9,67,1.444444444,26.25,30.5,34.66666667,27.5,22.5,2.029850746,57,24,135,0,0,0,0,0,150,60,184,29,19,15,4,1,2,6,3,4,0,0,0,0,0,0,0,0,1,0,0,0,139,56,97,95,45,234,3152.05,5666.85,3582.76,3628.75,224.613,442.576,269.059,224.385,612.688,601.727,635.441,481.099,3.46341,8.517301333,9.426666667,0.513804,0.8,0.2,75,2
tt2215285,66000000,2217,13,2229,2207,2305,10,76,0.9,6.25,8.25,2.538461538,4,2.75,0.539473684,3,5,4,0,0,4,0,0,48,24,46,14,4,13,2,0,1,7,2,2,0,0,0,0,0,2,0,0,4,0,0,0,47,22,44,13,9,16,1504.69,3047.16,2003.26,3793.04,100.075,125.5,108.293,144.024,323.269,265.312,304.535,417.988,4.24072,11.33448489,14.7265861,0.634209819,0.933534743,0.066465257,662,1
tt2215719,25000000,2218,8,2225,2205,2237,13,12,0.076923077,2.5,23.25,5.5,0,0,0.25,13,6,1,29,10,0,0,0,41,20,1,21,8,1,0,0,0,28,1,1,0,1,0,8,3,0,29,10,0,0,0,0,7,7,0,31,23,2,90.7212,362.068,171.392,194.503,13.8269,24.6591,17.0473,19.2848,9.00961,19.1136,12.0135,14.5894,4.39231,22.2839234,26.07446809,0.723209574,0.957446809,0.042553191,94,2
tt2247692,33000000,2219,13,2231,2202,2314,17,83,0.235294118,2.5,12.25,23.53846154,9,1.5,3.253012048,6,3,18,11,69,14,0,0,36,209,146,10,24,134,0,1,0,12,70,8,0,0,0,0,0,0,2,0,7,0,0,0,33,205,57,16,31,240,845.746,5943.83,4856.96,4292.19,54.4921,557.824,445.448,400.521,896.365,3497.8,2955.81,2199.34,4.54087,8.378223199,11.26682502,0.369972486,0.787015044,0.212984956,2526,2
tt2359137,3300000,2228,5,2232,2146,2299,82,67,0.987804878,3.5,6,3.4,0,0,0.208955224,0,0,0,73,5,10,0,0,36,10,1,10,2,3,0,0,0,2,0,1,0,0,0,0,0,0,73,5,10,0,0,0,30,4,0,14,8,3,21.7311,330.353,57.5597,63.2867,3.17647,49.9412,8.3806,9.46,13.7311,176.529,33.1045,31.9,4.63569,15.3497764,19.20599251,0.638392884,0.917602996,0.082397004,267,2
tt0903624,303000000,2241,17,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.616029829,11.33752381,0.516149829,0.920761905,0.079238095,2627,2
tt0948470,262000000,2218,13,2232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16438397,16.31902834,0.656973846,0.931983806,0.068016194,1236,0
tt0975645,6000000,2238,14,2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9824463,17.60185185,0.607088889,0.981481481,0.018518519,108,2
tt1045658,132000000,2237,27,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.182972758,11.34777303,0.348509365,0.968883466,0.031116534,3280,1
tt1194173,113000000,2223,11,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.143575345,10.96640672,0.464066647,0.839232154,0.160767846,1667,0
tt1212450,37000000,2226,11,2238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63789904,15.86091127,0.576413189,0.887290168,0.112709832,417,2
tt1486192,16000000,2208,9,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85691376,16.96825397,0.570121164,0.862433862,0.137566138,189,0
tt1667307,1000000,2205,18,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.137871429,13.14285714,0.284778571,0.714285714,0.285714286,15,1
tt1667353,65000000,2204,18,2223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.65301978,16.29038113,0.671384392,0.923774955,0.076225045,551,1
tt1682181,4000000,2204,31,2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.650303191,-3.776595745,-0.205835106,0.446808511,0.553191489,94,2
tt1704573,9200000,2208,19,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.90835246,22.63934426,0.734577049,0.967213115,0.032786885,122,1
tt1764234,15000000,2239,5,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7772782,-0.08,-0.063759,0.494,0.506,501,0
tt1792647,12000000,2242,6,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98547143,20.88571429,0.574814286,0.971428571,0.028571429,35,2
tt1866249,6000000,2233,19,2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.70707073,20.97560976,0.641260976,1,0,82,1
tt1996346,1100000,2206,1,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.829454,17.5,0.59127,0.84,0.16,50,2
tt2053425,2100000,2238,17,2256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.005947368,11.26315789,0.130694737,0.947368421,0.052631579,19,2
tt2073128,14000000,2207,79,2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5716,23.33333333,0.2749,1,0,3,2
tt2082197,2800000,2228,5,2234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37158152,13.22826087,0.691936957,0.956521739,0.043478261,92,1
tt2112131,2500000,2242,1,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.821447222,13.33333333,0.547408333,0.916666667,0.083333333,36,1
tt2168910,1000000,2219,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.831794118,13.52941176,0.314694118,0.823529412,0.176470588,18,1
tt2181931,1700000,2231,1,2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.21720556,17.83333333,0.7096,0.981481481,0.018518519,54,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.444849764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1.070648358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
