imdb_id,title,outline,director,writer,star,top cast
tt1710396,Joyful Noise,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",Todd Graff,Todd GraffMax Myers,Queen LatifahDolly PartonKeke Palmer,Queen LatifahVi Rose Hillas Vi Rose HillDolly PartonG.G. Sparrowas G.G. SparrowKeke PalmerOlivia Hillas Olivia HillJeremy JordanRandy Garrityas Randy GarrityDexter DardenWalter Hillas Walter HillCourtney B. VancePastor Daleas Pastor DaleJesse L. MartinMarcus Hillas Marcus HillKirk FranklinBaylor Sykesas Baylor SykesAngela GroveyEarlaas EarlaAndy KarlCalebas CalebDequina MooreDevonneas Devonne(as DeQuina Moore)Kris KristoffersonBernard Sparrowas Bernard SparrowPaul WoolfolkMannyas MannyFrancis JueMr. Hsuas Mr. HsuRoy HuangJustinas JustinJudd LormandOfficer Darrell Linoas Officer Darrell Lino(as Judd Derek Lormand)Karen Peck'Mighty High' Soloistas 'Mighty High' SoloistIvan Kelley Jr.Our Lady of Perpetual Tears Soloistas Our Lady of Perpetual Tears Soloist
tt1712170,Alex Cross,A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.,Rob Cohen,Marc Moss(screenplay)Kerry Williamson(screenplay)James Patterson(based on the novel "Cross" by),Tyler PerryMatthew FoxRachel Nichols,Tyler PerryAlex Crossas Alex CrossMatthew FoxPicassoas PicassoRachel NicholsMonica Asheas Monica AsheEdward BurnsThomas Kaneas Thomas KaneJean RenoGiles Mercieras Giles MercierCarmen EjogoMaria Crossas Maria CrossCicely TysonNana Mamaas Nana MamaJohn C. McGinleyCaptain Richard Brookwellas Captain Richard BrookwellWerner DaehnErich Nunemacheras Erich NunemacherYara ShahidiJanelle Crossas Janelle CrossSayeed ShahidiDamon Crossas Damon CrossBonnie BentleyDetective Jody Klebanoffas Detective Jody KlebanoffStephany JacobsenFan Yau Leeas Fan Yau Lee(as Stephanie Jacobsen)Giancarlo EspositoDaramus Holidayas Daramus HolidayChad LindbergChemistas ChemistSimenona MartinezPop Pop Jonesas Pop Pop JonesJessalyn WanlimParamita Megawatias Paramita MegawatiChristian MathisFight Manageras Fight Manager
tt1716777,People Like Us,"While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.",Alex Kurtzman,Alex KurtzmanRoberto OrciJody Lambert,Chris PineElizabeth BanksMichelle Pfeiffer,"7.0
The Words
Watchlist
5.3
Small Town Saturday Night
Watchlist
6.0
Blind Dating
Watchlist
7.2
Stuck in Love
Watchlist
6.2
Bill
Watchlist
7.2
Definitely, Maybe
Watchlist
5.9
Playing It Cool
Watchlist
6.3
This Means War
Watchlist
7.1
The Longest Ride
Watchlist
6.4
Thanks for Sharing
Watchlist
6.5
Morning Glory
Watchlist
6.8
The Vow
Watchlist"
tt1720616,Friends with Kids,"Two best friends decide to have a child together while keeping their relationship platonic, so they can avoid the toll kids can take on romantic relationships.",Jennifer Westfeldt,Jennifer Westfeldt,Jennifer WestfeldtAdam ScottMaya Rudolph,Jennifer WestfeldtJulie Kelleras Julie KellerAdam ScottJason Frymanas Jason FrymanMaya RudolphLeslieas LeslieChris O'DowdAlexas AlexKristen WiigMissyas MissyJon HammBenas BenLoulou SlossGirl Acting Up in Restaurantas Girl Acting Up in RestaurantKatie FosterGirl in Officeas Girl in Office…Robert HalpernColeas ColeDaniel HalpernColeas ColeRekha LutherLife Coachas Life Coach…Peter K. HirschDoctor in Delivery Roomas Doctor in Delivery RoomLee BryantElaine Kelleras Elaine KellerKelly BishopMarcy Frymanas Marcy FrymanCotter SmithPhil Frymanas Phil FrymanJohn LutzJason's Colleague at Workas Jason's Colleague at WorkNina LafargaPenelopeas Penelope(as Nina LaFarga)Summer PerryKatieas Katie
tt1726669,Killer Joe,"When a debt puts a young man's life in danger, he turns to putting a hit out on his evil mother in order to collect the insurance.",William Friedkin,Tracy Letts(screenplay),Matthew McConaugheyEmile HirschJuno Temple,Matthew McConaugheyKiller Joe Cooperas Killer Joe CooperEmile HirschChris Smithas Chris SmithJuno TempleDottie Smithas Dottie SmithThomas Haden ChurchAnsel Smithas Ansel SmithGina GershonSharla Smithas Sharla SmithMarc MacaulayDigger Soamesas Digger SoamesGralen Bryant BanksPizza Patronas Pizza Patron(as Graylen Banks)Carol SuttonSalesladyas SalesladyDanny EpperG-Manas G-ManJeff GalpinBiker Thugas Biker ThugScott A. MartinPizza Manageras Pizza Manager(as Scott Martin)Gregory C. BachaudFilpatrickas FilpatrickCharley VancePreacheras PreacherJulia AdamsAdeleas Adele(uncredited)Geraldine GlennPizza Patronas Pizza Patron(uncredited)Sean O'HaraRexas Rex(uncredited)Blain SanchezPrisoneras Prisoner(uncredited)Tony SeverioPizza Patronas Pizza Patron(uncredited)
tt1728986,Bol Bachchan,"All hell breaks loose when a Muslim man breaks a temple lock to save a little child, thus for his safety keeps a Hindu name, where he starts making web of lies.",Rohit Shetty,Yunus Sajawal(screenplay)Sajid(dialogue)Farhad Samji(dialogue),Amitabh BachchanAjay DevgnAbhishek Bachchan,Amitabh BachchanBachchanas BachchanAjay DevgnPrithviraj Raghuvanshias Prithviraj RaghuvanshiAbhishek BachchanAbbas Alias Abbas Ali…Asin ThottumkalSania Alias Sania Ali…Prachi DesaiRadhika Raghuvanshias Radhika RaghuvanshiGovardhan AsraniShastrias ShastriArchana Puran SinghZohraas Zohra…Neeraj VoraMaakhanas MaakhanKrishna AbhishekRavi Shastrias Ravi ShastriJeetu VermaVikrant Raghuvanshias Vikrant RaghuvanshiNaushaad AbbasPrithvi Singh's Right Handas Prithvi Singh's Right HandHariharasudhan BalasubramaniHarias HariSharad Vittal ShettyPadmini SardesaiNakli Motheras Nakli MotherHarish ShettyPrasad BarveRavi'Friendas Ravi'FriendSarika DegawkarMaidas Maid
tt1735898,Snow White and the Huntsman,"In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen.",Rupert Sanders,Evan Daugherty(screenplay)John Lee Hancock(screenplay)Hossein Amini(screenplay),Kristen StewartChris HemsworthCharlize Theron,Kristen StewartSnow Whiteas Snow WhiteChris HemsworthThe Huntsmanas The HuntsmanCharlize TheronRavennaas RavennaSam ClaflinWilliamas WilliamSam SpruellFinnas FinnIan McShaneBeithas BeithBob HoskinsMuiras MuirRay WinstoneGortas GortNick FrostNionas NionEddie MarsanDuiras DuirToby JonesCollas CollJohnny HarrisQuertas QuertBrian GleesonGusas GusVincent ReganDuke Hammondas Duke HammondLiberty RossSnow White's Motheras Snow White's MotherNoah HuntleyKing Magnusas King MagnusChris ObiMirror Manas Mirror ManLily ColeGretaas Greta
tt1742336,Your Sister's Sister,Iris invites her friend Jack to stay at her family's island getaway after his brother's death. Jack's drunken encounter with Iris' sister Hannah at their remote cabin kicks off a revealing stretch of days.,Lynn Shelton,Lynn Shelton,Mark DuplassEmily BluntRosemarie DeWitt,Mark DuplassJackas JackEmily BluntIrisas IrisRosemarie DeWittHannahas HannahMike BirbigliaAlas AlMichael HarringTom - in photosas Tom - in photos(as Mike Harring)Jason DodsonTom's Friendas Tom's FriendPete EricksonTom's Friendas Tom's FriendKathryn LeboTom's Friendas Tom's FriendEvan MosherTom's Friendas Tom's FriendJennifer MaasTom's Friendas Tom's FriendJeanette MausTom's Friendas Tom's FriendDori Hana SchererTom's Friendas Tom's Friend(as Dori Hana-Scherer)Steve SnoeyTom's Friendas Tom's FriendDusty WarrenTom's Friendas Tom's FriendSeth WarrenTom's Friendas Tom's FriendMel EslynPhotography Studio Crewas Photography Studio CrewKate JarvisPhotography Studio Crewas Photography Studio CrewJeremy MackiePhotography Studio Crewas Photography Studio Crew
tt1748122,Moonrise Kingdom,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",Wes Anderson,Wes AndersonRoman Coppola,Jared GilmanKara HaywardBruce Willis,Jared GilmanSamas SamKara HaywardSuzyas SuzyBruce WillisCaptain Sharpas Captain SharpBill MurrayMr. Bishopas Mr. BishopEdward NortonScout Master Wardas Scout Master WardFrances McDormandMrs. Bishopas Mrs. BishopTilda SwintonSocial Servicesas Social ServicesJason SchwartzmanCousin Benas Cousin BenBob BalabanThe Narratoras The NarratorLucas HedgesRedfordas RedfordCharlie KilgoreLazy-Eyeas Lazy-EyeAndreas SheikhPanagleas PanagleChandler FrantzGadgeas GadgeRobert HadlockDelucaas Deluca(as Rob Campbell)L.J. FoleyIzodas IzodGabriel RushSkotakas SkotakSeamus Davey-FitzpatrickRooseveltas RooseveltTommy NelsonNicklebyas Nickleby
tt1748227,The Collection (II),A man who escapes from the vicious grips of the serial killer known as "The Collector" is then forced to help rescue an innocent girl from the killer's booby-trapped lair.,Marcus Dunstan,Patrick Melton(characters)Marcus Dunstan(characters),Josh StewartEmma FitzpatrickChristopher McDonald,"6.3
The Collector
Watchlist
The Collector 3
Watchlist
6.6
You're Next
Watchlist
6.5
The Last House on the Left
Watchlist
6.2
Vacancy
Watchlist
6.2
Wolf Creek
Watchlist
6.4
The Hills Have Eyes
Watchlist
6.5
The Crazies
Watchlist
6.1
The Strangers
Watchlist
6.8
Eden Lake
Watchlist
6.1
Wrong Turn
Watchlist
6.1
Splinter
Watchlist"
tt1753813,"Farewell, My Queen",A look at the platonic relationship between Marie Antoinette and one of her female readers during the first days of the French Revolution.,Benoît Jacquot,Benoît Jacquot(scenario)Gilles Taurand(scenario)Chantal Thomas(novel),Léa SeydouxDiane KrugerVirginie Ledoyen,Léa SeydouxAgathe-Sidonie Labordeas Agathe-Sidonie LabordeDiane KrugerMarie Antoinetteas Marie AntoinetteVirginie LedoyenLa duchesse Gabrielle de Polignacas La duchesse Gabrielle de PolignacNoémie LvovskyHenriette Genest dite Madame Campanas Henriette Genest dite Madame CampanXavier BeauvoisLe roi Louis XVIas Le roi Louis XVIMichel RobinJacob-Nicolas Moreauas Jacob-Nicolas MoreauJulie-Marie ParmentierLa servante Honorine Aubertas La servante Honorine Aubert(as Julie-Marie Parmentier de la Comédie Française)Lolita ChammahLa domestique Louisonas La domestique LouisonMarthe CaufmanLa domestique Aliceas La domestique AliceVladimir ConsignyRené dit Paoloas René dit PaoloDominique ReymondMadame de Rochereuilas Madame de RochereuilAnne BenoîtRose Bertinas Rose BertinHervé PierreL'abbé Hérisséas L'abbé Hérissé(as Hervé Pierre de La Comédie Française)Aladin ReibelL'abbé Cornu de la Balivièreas L'abbé Cornu de la BalivièreJacques NolotMonsieur de Jolivetas Monsieur de JolivetJacques HerlinMarquis de Vaucouleursas Marquis de VaucouleursMartine ChevallierMadame de la Tour Du Pinas Madame de la Tour Du PinJacques BoudetMonsieur de la Tour du Pinas Monsieur de la Tour du Pin
tt1758610,Unconditional (IV),"A woman's idyllic life is shattered when her husband is killed in a senseless act of violence. As she prepares to take matters into her own hands, two unexpected encounters begin to change everything.",Brent McCorkle,Brent McCorkle,Lynn CollinsMichael EalyBruce McGill,Lynn CollinsSamantha Crawfordas Samantha CrawfordMichael EalyJoe Bradfordas Joe BradfordBruce McGillDetective Milleras Detective MillerKwesi BoakyeMaconas MaconDiego KlattenhoffBillyas BillyCedric PendletonAnthonyas AnthonyEmily RollinsYoung Samas Young SamDanielle LewisDeniseas DeniseAmanda BaileyMedical Examineras Medical ExaminerMichael BeasleyManageras ManagerLynn BeckerElementary School Principalas Elementary School PrincipalJacinte BlankenshipNurseas NurseSteven BrownSnuffyas SnuffyClaudia ChurchEmergency room nurseas Emergency room nurseRodger D. EldridgeDetectiveas Detective(as Roger D. Eldridge)Reegus FlenoryBig Macas Big MacJohn W. GrayMurphyas MurphyManon GuyStudentas Student
tt1758830,This Is 40,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart.",Judd Apatow,Judd Apatow(based on characters created by),Paul RuddLeslie MannMaude Apatow,Paul RuddPeteas PeteLeslie MannDebbieas DebbieMaude ApatowSadieas SadieIris ApatowCharlotteas CharlotteJason SegelJasonas JasonAnnie MumoloBarbas BarbRobert SmigelBarryas BarryMegan FoxDesias DesiCharlyne YiJodias JodiHugh FinkMale Boutique Customeras Male Boutique CustomerGraham ParkerGraham Parkeras Graham ParkerTom FreundGraham Parker Solo Bandas Graham Parker Solo BandD.A. SandovalOlder Pregnant Parentas Older Pregnant ParentMegan GranoSchool Playdate Parentas School Playdate ParentMackenzie AladjemSchool Playmate Childas School Playmate ChildTom YiCharlotte's Teacheras Charlotte's TeacherMolly ShadGrandma Mollyas Grandma MollyMichael Ian BlackAccountantas Accountant
tt1764183,Arbitrage,A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.,Nicholas Jarecki,Nicholas Jarecki,Richard GereSusan SarandonBrit Marling,Richard GereRobert Milleras Robert MillerSusan SarandonEllen Milleras Ellen MillerBrit MarlingBrooke Milleras Brooke MillerTim RothDet. Michael Bryeras Det. Michael BryerLaetitia CastaJulie Côteas Julie CôteNate ParkerJimmy Grantas Jimmy GrantStuart MargolinSyd Felderas Syd FelderChris EigemanGavin Briaras Gavin BriarGraydon CarterJames Mayfieldas James MayfieldBruce AltmanChris Vogleras Chris VoglerLarry PineJeffrey Greenbergas Jeffrey GreenbergCurtiss CookDet. Millsas Det. MillsReg E. CatheyEarl Monroeas Earl MonroeFelix SolisA.D.A. Ray Deferlitoas A.D.A. Ray DeferlitoTibor FeldmanJudge Rittenbandas Judge RittenbandAustin LysyPeter Milleras Peter MillerMonica RaymundReina - Jimmy's Girlfriendas Reina - Jimmy's GirlfriendGabrielle LazureSandrine Côteas Sandrine Côte
tt1764234,Killing Them Softly,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse.",Andrew Dominik,Andrew Dominik(screenplay)George V. Higgins(based on the novel "Cogan's Trade" by),Brad PittRay LiottaRichard Jenkins,Brad PittJackieas JackieRay LiottaMarkie Trattmanas Markie TrattmanRichard JenkinsDriveras DriverScoot McNairyFrankieas FrankieBen MendelsohnRussellas RussellJames GandolfiniMickeyas MickeyVincent CuratolaJohnny Amatoas Johnny AmatoTrevor LongSteve Caprioas Steve CaprioMax CasellaBarry Caprioas Barry CaprioSam ShepardDillonas DillonGeorge CarrollKenny Gillas Kenny Gill(as Slaine)Linara WashingtonHookeras HookerRoss BrodarPoker Guyas Poker GuyWade AllenBusiness Suit Agentas Business Suit AgentChristopher BerryCab Driver Agentas Cab Driver AgentKenneth Brown Jr.Security Force Agentas Security Force AgentMustafa HarrisBartender #1as Bartender #1Dared WrightWaiteras Waiter
tt1764651,The Expendables 2,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",Simon West,Richard Wenk(screenplay)Sylvester Stallone(screenplay)Ken Kaufman(story),Sylvester StalloneLiam HemsworthRandy Couture,Sylvester StalloneBarney Rossas Barney RossLiam HemsworthBilly The Kidas Billy The KidRandy CoutureToll Roadas Toll RoadJean-Claude Van DammeVilainas VilainJason StathamLee Christmasas Lee ChristmasJet LiYin Yangas Yin YangDolph LundgrenGunner Jensenas Gunner JensenChuck NorrisBookeras BookerBruce WillisChurchas ChurchArnold SchwarzeneggerTrenchas TrenchTerry CrewsHale Caesaras Hale CaesarScott AdkinsHectoras HectorNan YuMaggieas MaggieAmanda OomsPilaras PilarCharisma CarpenterLacyas LacyNikolette NoelBilly's Wifeas Billy's WifeGeorge ZlatarevBojanas BojanAlexander MoskovStephanas Stephan
tt1767382,Silent House,A girl is trapped inside her family's lakeside retreat and becomes unable to contact the outside world as supernatural forces haunt the house with mysterious energy and consequences.,Chris KentisLaura Lau,Gustavo Hernández(film "La casa muda")Laura Lau(screenplay)Oscar Estévez(original screen play),Elizabeth OlsenAdam TreseEric Sheffer Stevens,Elizabeth OlsenSarahas SarahAdam TreseJohnas JohnEric Sheffer StevensPeteras PeterJulia ChanSophiaas SophiaAdam BarnettStalking Manas Stalking ManHaley MurphyLittle Girlas Little Girl
tt1772341,Wreck-It Ralph,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives.",Rich Moore,Rich Moore(story by)Phil Johnston(story by)Jim Reardon(story by),John C. Reilly(voice)Jack McBrayer(voice)Jane Lynch(voice),John C. ReillyRalphas Ralph(voice)Jack McBrayerFelixas Felix(voice)Jane LynchCalhounas Calhoun(voice)Sarah SilvermanVanellopeas Vanellope(voice)Alan TudykKing Candyas King Candy(voice)Mindy KalingTaffyta Muttonfudgeas Taffyta Muttonfudge(voice)Joe Lo TruglioMarkowskias Markowski(voice)Ed O'NeillMr. Litwakas Mr. Litwak(voice)Dennis HaysbertGeneral Hologramas General Hologram(voice)Edie McClurgMaryas Mary(voice)Raymond S. PersiGeneas Gene(voice)…Jess HarnellDonas Don(voice)Rachael HarrisDeannaas Deanna(voice)Skylar AstinRoyas Roy(voice)Adam CarollaWynnchelas Wynnchel(voice)Horatio SanzDuncanas Duncan(voice)Maurice LaMarcheRoot Beer Tapperas Root Beer Tapper(voice)Stefanie ScottMoppet Girlas Moppet Girl(voice)
tt1772925,Jiro Dreams of Sushi,"A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu.",David Gelb,,Jiro OnoYoshikazu OnoMasuhiro Yamamoto,Jiro OnoSelfas SelfYoshikazu OnoSelfas SelfMasuhiro YamamotoSelfas SelfDaisuke NakazamaSelfas SelfHachiro MizutaniSelfas SelfHarutaki TakahashiSelfas SelfHiroki FujitaSelfas SelfTsunenori IdaSelfas SelfToichiro IidaSelfas SelfAkihiro OyamaSelfas SelfShizuo OyamaSelfas SelfHiroshi OkudaSelfas SelfYukio WatanabeSelfas SelfKazunori KumakawaSelfas SelfKazuo FukayaSelfas SelfSyozo SomeyaSelfas SelfHiromichi HondaSelfas SelfTakashi OnoSelfas Self(uncredited)
tt1781769,Anna Karenina (I),"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky.",Joe Wright,Tom Stoppard(screenplay)Lev Tolstoy(novel),Keira KnightleyJude LawAaron Taylor-Johnson,Keira KnightleyAnna Kareninaas Anna KareninaJude LawKareninas KareninAaron Taylor-JohnsonVronskyas VronskyMatthew MacfadyenOblonskyas OblonskyEric MacLennanMatveyas MatveyKelly MacdonaldDollyas DollyTheo MorrisseyGrisha Oblonskyas Grisha OblonskyCecily MorrisseyLili Oblonskyas Lili OblonskyFreya GalpinMasha Oblonskyas Masha OblonskyOctavia MorrisseyTanya Oblonskyas Tanya OblonskyBeatrice MorrisseyVasya Oblonskyas Vasya OblonskyMarine BattierMlle. Rolandas Mlle. RolandGuro Nagelhus SchiaAnnushkaas AnnushkaAruhan GalievaAruhanas AruhanCarl GroseKorneyas KorneyBryan HandsMikhail Slyudinas Mikhail SlyudinOskar McNamaraSerhozaas SerhozaLuke NewberryVasily Lukichas Vasily Lukich
