imdb_id,title,outline,director,writer,star,top cast
tt1614989,Hodejegerne,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.,Morten Tyldum,Ulf Ryberg(screenplay)Lars Gudmestad(screenplay)Jo Nesbø(novel),Aksel HennieSynnøve Macody LundNikolaj Coster-Waldau,Aksel HennieRogeras RogerSynnøve Macody LundDianaas DianaNikolaj Coster-WaldauClas Greveas Clas GreveJulie R. ØlgaardLotteas LotteEivind SanderOve Kjikerudas Ove KjikerudKyrre Haugen SydnessLanderas LanderValentina AlexeevaNatasjaas NatasjaReidar SørensenBrede Sperreas Brede SperreNils Jørgen KaalstadStigas StigJoachim RafaelsenBrugdas BrugdMats MogelandSundedas SundedGunnar Skramstad JohnsenMonsen 1as Monsen 1Lars Skramstad JohnsenMonsen 2as Monsen 2Signe TynningTV-vertinneas TV-vertinneNils Gunnar LieTV-vertas TV-vertBaard OweSindre Aaas Sindre AaSondre AbelØkonomisjefas ØkonomisjefMorten HennieStyreformannas Styreformann
tt1615065,Savages,Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.,Oliver Stone,Shane Salerno(screenplay)Don Winslow(screenplay)Oliver Stone(screenplay),Aaron Taylor-JohnsonTaylor KitschBlake Lively,Aaron Taylor-JohnsonBenas BenTaylor KitschChonas ChonBlake LivelyOas OBenicio Del ToroLadoas LadoJana BankerVolleyball Girlas Volleyball GirlCandra DochertyGrow House Girlas Grow House GirlNana GhanaBicycle Delivery Girlas Bicycle Delivery Girl(as Nana Agyapong)Gary StretchBad Ass Bikeras Bad Ass BikerDiego CatañoEstebanas EstebanShea WhighamChadas ChadKarishma AhluwaliaChad's Girlfriendas Chad's GirlfriendJoaquín CosioEl Azulas El AzulJohn TravoltaDennisas DennisJonathan CarrValetas ValetDemián BichirAlexas AlexAntonio JaramilloJaimeas JaimeSalma HayekElenaas ElenaJake McLaughlinDocas Doc…
tt1621045,Think Like a Man,Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,Tim Story,"Keith Merryman(screenplay)David A. Newman(screenplay)Steve Harvey(book ""Act Like a Lady, Think Like a Man"")",Chris BrownGabrielle UnionKevin Hart,Chris BrownAlexas AlexGabrielle UnionKristenas KristenKevin HartCedricas CedricMichael EalyDominicas DominicJerry FerraraJeremyas JeremyMeagan GoodMyaas MyaRegina HallCandaceas CandaceTaraji P. HensonLaurenas LaurenTerrence JenkinsMichaelas Michael(as Terrence J)Jenifer LewisLorettaas LorettaRomany MalcoZekeas ZekeGary OwenBennettas BennettLa La AnthonySoniaas SoniaWendy WilliamsGailas GailSherri ShepherdVickias VickiCaleel HarrisDukeas DukeArielle KebbelGinaas GinaSteve HarveySteve Harveyas Steve Harvey
tt1623288,ParaNorman,"A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.",Chris ButlerSam Fell,Chris Butler,Kodi Smit-McPhee(voice)Anna Kendrick(voice)Christopher Mintz-Plasse(voice),Kodi Smit-McPheeNorman Babcockas Norman Babcock(voice)Anna KendrickCourtney Babcockas Courtney Babcock(voice)Christopher Mintz-PlasseAlvinas Alvin(voice)Tucker AlbrizziNeilas Neil(voice)Casey AffleckMitchas Mitch(voice)Leslie MannSandra Babcockas Sandra Babcock(voice)Jeff GarlinPerry Babcockas Perry Babcock(voice)Elaine StritchGrandmaas Grandma(voice)Bernard HillThe Judgeas The Judge(voice)Jodelle FerlandAggieas Aggie(voice)Tempestt BledsoeSheriff Hooperas Sheriff Hooper(voice)Alex BorsteinMrs. Henscheras Mrs. Henscher(voice)John GoodmanMr. Prenderghastas Mr. Prenderghast(voice)Hannah NoyesSalmaas Salma(voice)Jack BlessingSlob Guyas Slob Guy(voice)…Ranjani BrowMovie Ladyas Movie Lady(voice)Michael CorbettMovie Zombieas Movie Zombie(voice)David CowgillGreaser Ghostas Greaser Ghost(voice)
tt1629757,Chasing Mavericks,"When young Jay Moriarity discovers that the mythic Mavericks surf break, one of the biggest waves on Earth, exists just miles from his Santa Cruz home, he enlists the help of local legend Frosty Hesson to train him to survive it.",Michael AptedCurtis Hanson,Kario Salem(screenplay)Jim Meenaghan(story)Brandon Hooper(story),Jonny WestonGerard ButlerElisabeth Shue,"6.8
Machine Gun Preacher
Watchlist
5.7
Playing for Keeps
Watchlist
6.5
A Family Man
Watchlist
6.1
Coriolanus
Watchlist
5.9
Lucky You
Watchlist
8.1
Discovering Mavericks
Watchlist
4.2
The Little Dragons
Watchlist
5.5
The Bounty Hunter
Watchlist
5.7
Gamer
Watchlist
5.0
Sweet Kill
Watchlist
7.0
Den of Thieves
Watchlist
7.0
P.S. I Love You
Watchlist"
tt1636826,Project X,"3 high school seniors throw a birthday party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",Nima Nourizadeh,Matt Drake(screenplay)Michael Bacall(screenplay),Thomas MannOliver CooperJonathan Daniel Brown,Thomas MannThomasas ThomasOliver CooperCostaas CostaJonathan Daniel BrownJBas JBDax FlameDaxas DaxKirby Bliss BlantonKirbyas KirbyBrady HenderEverettas EverettNick NerviesTyleras TylerAlexis KnappAlexisas AlexisMiles TellerMilesas MilesPeter MackenzieDadas DadCaitlin DulanyMomas MomRob EvorsRobas RobRick ShapiroT-Rickas T-RickMartin KlebbaAngry Little Personas Angry Little PersonPete GardnerOlder Guyas Older GuyNichole SakuraJB's Girlas JB's Girl(as Nichole Bloom)Sam LantFreshman Party Crasheras Freshman Party CrasherHenry MichaelsonFreshman Party Crasheras Freshman Party Crasher
tt1637725,Ted,"John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori.",Seth MacFarlane,Seth MacFarlane(screenplay by)Alec Sulkin(screenplay by)Wellesley Wild(screenplay by),Mark WahlbergMila KunisSeth MacFarlane(voice),Mark WahlbergJohn Bennettas John BennettMila KunisLori Collinsas Lori CollinsSeth MacFarlaneTedas Ted(voice)Joel McHaleRexas RexGiovanni RibisiDonnyas DonnyPatrick WarburtonGuyas GuyMatt WalshThomasas ThomasJessica BarthTami-Lynnas Tami-LynnAedin MincksRobertas RobertBill SmitrovichFrankas FrankPatrick StewartNarratoras Narrator(voice)Norah JonesNorah Jonesas Norah JonesSam J. JonesSam Jonesas Sam Jones(as Sam Jones)Tom SkerrittTom Skerrittas Tom SkerrittBretton ManleyYoung Johnas Young John(as Brett Manley)Ralph GarmanJohn's Dadas John's DadAlex BorsteinJohn's Momas John's MomJohn VienerAlixas Alix
tt1645170,The Dictator,The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed.,Larry Charles,Sacha Baron CohenAlec BergDavid Mandel,Sacha Baron CohenAnna FarisJohn C. Reilly(uncredited),Sacha Baron CohenAladeenas Aladeen…Anna FarisZoeyas ZoeyJohn C. ReillyClaytonas Clayton(uncredited)Ben KingsleyTamiras TamirSayed BadreyaOmaras OmarRocky CitronBaby Aladeenas Baby AladeenLiam CamporaAladeen Age 6as Aladeen Age 6Aasif MandviDoctoras DoctorRizwan ManjiPatientas PatientRick ChambersNewscaster Voiceoveras Newscaster Voiceover(voice)Elsayed MohamedWadiyan Olympic Officialas Wadiyan Olympic OfficialAdeel AkhtarMaroushas MaroushHoratio SanzAide on Balconyas Aide on BalconyElena GoodeVirgin Guardas Virgin GuardNazanin HomaVirgin Guardas Virgin Guard(as Naz Homa)Dawn JacksonVirgin Guardas Virgin Guard(as Dawn Zimniak)Victoria BeltranVirgin Guardas Virgin GuardDanielle BurgioVirgin Guardas Virgin Guard
tt1646987,Wrath of the Titans,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",Jonathan Liebesman,Dan Mazeau(screenplay)David Leslie Johnson-McGoldrick(screenplay)Greg Berlanti(story),Sam WorthingtonLiam NeesonRosamund Pike,Sam WorthingtonPerseusas PerseusLiam NeesonZeusas ZeusRosamund PikeAndromedaas AndromedaRalph FiennesHadesas HadesEdgar RamírezAresas Ares(as Edgar Ramirez)Toby KebbellAgenoras AgenorBill NighyHephaestusas HephaestusDanny HustonPoseidonas PoseidonJohn BellHeliusas HeliusLily JamesKorrinaas KorrinaAlejandro NaranjoMantiusas MantiusFreddy DrabbleApolloas ApolloKathryn CarpenterAthenaas AthenaMatt MilneElite Guard No. 1as Elite Guard No. 1Birkett TurtonElite Guard No. 2as Elite Guard No. 2(as Kett Turton)Sinéad CusackCleaas CleaSpencer WildingMinotauras MinotaurJuan ReyesPrison Wardenas Prison Warden
tt1648179,Here Comes the Boom,A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.,Frank Coraci,Allan LoebKevin JamesRock Reuben(uncredited),Kevin JamesSalma HayekHenry Winkler,Kevin JamesScott Vossas Scott VossSalma HayekBella Floresas Bella FloresHenry WinklerMarty Strebas Marty StrebGreg GermannPrincipal Betcheras Principal BetcherJoe RoganJoe Roganas Joe RoganGary ValentineEric Vossas Eric VossJake ZyrusMaliaas Malia(as Charice)Bas RuttenNikoas NikoReggie LeeMr. De La Cruzas Mr. De La CruzMark DellaGrotteMark DellaGrotteas Mark DellaGrotteMookie BarkerAssistant Principal Elkinsas Assistant Principal ElkinsJackie FlynnJoe Duffyas Joe DuffyNikki Tyler-FlynnMolie Strebas Molie StrebMelissa PetermanLauren Vossas Lauren VossThomas GallagherPeter Vossas Peter VossBlaine StevensMary Shannon Vossas Mary Shannon VossJ. Michael TrautmannDerrickas Derrick(as Jonathan Michael Trautmann)Germaine De LeonMartinezas Martinez
tt1649419,The Impossible,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,J.A. Bayona,Sergio G. SánchezMaría Belón(story),Naomi WattsEwan McGregorTom Holland,Naomi WattsMariaas MariaEwan McGregorHenryas HenryTom HollandLucasas LucasOaklee PendergastSimonas SimonSamuel JoslinThomasas ThomasMarta EturaSimoneas SimoneSönke MöhringKarlas KarlGeraldine ChaplinOld Womanas Old WomanPloy JindachoteCaregiveras CaregiverJomjaoi Sae-LimhRed Cross Nurseas Red Cross NurseJohan SundbergDanielas DanielJan Roland SundbergDaniel's Fatheras Daniel's FatherLa-Orng ThongruangOld Thai Manas Old Thai ManTor KlathaleyYoung Thai Manas Young Thai ManDouglas JohanssonMr. Benstromas Mr. BenstromEmilio RiccardiMorten Benstromas Morten BenstromVorarat JutakeoDoctor in Stockroomas Doctor in StockroomKarun KonsamanYoung Nurse in Stockroomas Young Nurse in Stockroom
tt1655460,Wanderlust,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",David Wain,David WainKen Marino,Jennifer AnistonPaul RuddMalin Akerman,Jennifer AnistonLinda Gergenblattas Linda GergenblattPaul RuddGeorge Gergenblattas George GergenblattMalin AkermanEvaas EvaJustin TherouxSethas SethAlan AldaCarvin Waggieas Carvin WaggieKen MarinoRick Gergenblattas Rick GergenblattJoe Lo TruglioWayne Davidsonas Wayne DavidsonKathryn HahnKarenas KarenKerri KenneyKathyas Kathy(as Kerri Kenney-Silver)Lauren AmbroseAlmond Cohenas Almond CohenMichaela WatkinsMarisa Gergenblattas Marisa GergenblattJordan PeeleRodney Wilsonas Rodney WilsonLinda LavinShari Selmanas Shari SelmanJessica St. ClairDeena Schusteras Deena SchusterTodd BarryShermas ShermMartin ThompsonDaleas DaleIan PatrickGrishamas GrishamJohn D'LeoTanner Gergenblattas Tanner Gergenblatt
tt1656190,Safe (I),"Mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the Triads, the Russian mob, and corrupt NYC cops. Coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on Mei's trail.",Boaz Yakin,Boaz Yakin,Jason StathamCatherine ChanChris Sarandon,Jason StathamLuke Wrightas Luke WrightCatherine ChanMeias MeiChris SarandonMayor Tremelloas Mayor TremelloRobert John BurkeCaptain Wolfas Captain WolfJames HongHan Jiaoas Han JiaoAnson MountAlex Rosenas Alex RosenSándor TécsyEmile Docheskias Emile DocheskiJoseph SikoraVassily Docheskias Vassily DocheskiIgor JijikineChemyakinas ChemyakinReggie LeeQuan Changas Quan ChangJames ColbyDetective Mearsas Detective MearsMatt O'TooleDetective Laskyas Detective LaskyJack GwaltneyDetective Reddickas Detective ReddickBarry BradfordDetective Benoitas Detective BenoitJay GiannoneDetective Kolfaxas Detective KolfaxJames Tolbert IIICrazy Guyas Crazy GuyDanni DanDan GadiganLingas Ling(as Danni Lang)Julian MarzalLieutenant Teagueas Lieutenant Teague
tt1659337,The Perks of Being a Wallflower,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,Stephen Chbosky,Stephen Chbosky(screenplay by),Logan LermanEmma WatsonEzra Miller,Logan LermanCharlieas CharlieEmma WatsonSamas SamEzra MillerPatrickas PatrickPaul RuddMr. Andersonas Mr. AndersonDylan McDermottFatheras FatherKate WalshMotheras MotherPatrick de LedeburSenior Bullyas Senior BullyJohnny SimmonsBradas BradBrian BalzeriniLinebackeras LinebackerTom KruszewskiNose Tackleas Nose TackleNina DobrevCandaceas CandaceNicholas BraunPonytail Derekas Ponytail DerekJulia GarnerSusanas SusanTom SaviniMr. Callahanas Mr. CallahanEmily Marie CallawayMean Freshman Girlas Mean Freshman Girl(as Emily Callaway)Chelsea ZhangShakespeare Girlas Shakespeare GirlJesse ScheirerFreshman Boyas Freshman BoyJustine Nicole SchaeferTwin Girlas Twin Girl(as Justine Schaefer)
tt1663143,Fun Size,"Wren's Halloween plans go awry when she's made to babysit her brother, who disappears into a sea of trick-or-treaters. With her best friend and two nerds at her side, she needs to find her brother before her mom finds out he's missing.",Josh Schwartz,Max Werner,Victoria JusticeJohnny Knoxville(uncredited)Chelsea Handler,"5.4
The Outcasts
Watchlist
5.5
Naomi and Ely's No Kiss List
Watchlist
5.8
Afterlife of the Party
Watchlist
5.4
Holiday Joy
Watchlist
6.8
The First Time
Watchlist
8.6
Fun Size
Watchlist
D.I.R.T. Comedy
Watchlist
5.3
I Love You, Beth Cooper
Watchlist
4.8
Summer Night
Watchlist
7.2
Eye Candy
Watchlist
6.4
Nicholas & Hillary
Watchlist
5.7
You Again
Watchlist"
tt1667307,Damsels in Distress,"A trio of girls set out to change the male-dominated environment of the Seven Oaks college campus, and to rescue their fellow students from depression, grunge and low standards of every kind.",Whit Stillman,Whit Stillman(screenplay),Greta GerwigAdam BrodyLio Tipton,Greta GerwigVioletas VioletAdam BrodyFred Packenstackeras Fred Packenstacker…Lio TiptonLilyas LilyMegalyn EchikunwokeRoseas RoseCarrie MacLemoreHeatheras HeatherRyan MetcalfFrankas FrankJermaine CrawfordJimboas JimboCaitlin FitzGeraldPrissas PrissZach WoodsRick DeWolfeas Rick DeWolfeDomenico D'IppolitoComplainer Studentas Complainer StudentNick BlaemireFreak Astaireas Freak AstaireAubrey PlazaDepressed Debbieas Depressed DebbieHugo BeckerXavieras XavierMeredith HagnerAliceas AliceJoe CootsBarmanas BarmanBilly MagnussenThoras ThorCortez Nance Jr.Groundskeeperas GroundskeeperAja Naomi KingPositive Pollyas Positive Polly
tt1667353,Mirror Mirror (I),An evil queen steals control of a kingdom and an exiled princess enlists the help of seven resourceful rebels to win back her birthright.,Tarsem Singh,Marc Klein(screenplay)Jason Keller(screenplay)Melisa Wallack(screen story),Lily CollinsJulia RobertsArmie Hammer,Lily CollinsSnow Whiteas Snow WhiteJulia RobertsThe Queenas The QueenArmie HammerPrince Alcottas Prince AlcottNathan LaneBrightonas BrightonJordan PrenticeNapoleonas NapoleonMark PovinelliHalf Pintas Half PintJoe GnoffoGrubas Grub(as Joey Gnoffo)Danny WoodburnGrimmas GrimmSebastian SaracenoWolfas WolfMartin KlebbaButcheras ButcherRonald Lee ClarkChucklesas ChucklesRobert EmmsCharles Renbockas Charles RenbockMare WinninghamBaker Margaretas Baker MargaretMichael LernerBaronas BaronSean BeanKingas KingBonnie BentleyCaroline (Poor Woman)as Caroline (Poor Woman)Arthur HoldenNoble #1as Noble #1Kwasi SonguiNoble #2as Noble #2
tt1667889,Ice Age: Continental Drift,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.",Steve MartinoMichael Thurmeier,Michael Berg(screenplay by)Jason Fuchs(screenplay by)Lori Forte(story by),Ray Romano(voice)Denis Leary(voice)John Leguizamo(voice),Ray RomanoMannyas Manny(voice)Denis LearyDiegoas Diego(voice)John LeguizamoSidas Sid(voice)Aziz AnsariSquintas Squint(voice)Joy BeharEuniceas Eunice(voice)Christopher CampbellCreature Sirenas Creature Siren(voice)…Alain ChabatSilasas Silas(voice)Ester DeanFemale Sirenas Female Siren(voice)Peter DinklageCaptain Guttas Captain Gutt(voice)Karen DisherScratteas Scratte(voice)DrakeEthanas Ethan(voice)Jason FricchioneDumb Mammothas Dumb Mammoth(voice)…Nick FrostFlynnas Flynn(voice)Josh GadLouisas Louis(voice)Ben GleibMarshallas Marshall(voice)George JacobsBeaveras Beaver(voice)Queen LatifahEllieas Ellie(voice)Jennifer LopezShiraas Shira(voice)
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",Bill Condon,Melissa Rosenberg(screenplay)Stephenie Meyer(novel "Breaking Dawn"),Kristen StewartRobert PattinsonTaylor Lautner,Kristen StewartBella Swanas Bella SwanRobert PattinsonEdward Cullenas Edward CullenTaylor LautnerJacob Blackas Jacob BlackPeter FacinelliDr. Carlisle Cullenas Dr. Carlisle CullenElizabeth ReaserEsme Cullenas Esme CullenAshley GreeneAlice Cullenas Alice CullenJackson RathboneJasper Haleas Jasper HaleKellan LutzEmmett Cullenas Emmett CullenNikki ReedRosalie Haleas Rosalie HaleBilly BurkeCharlie Swanas Charlie SwanChaske SpencerSam Uleyas Sam UleyMackenzie FoyRenesmeeas RenesmeeMaggie GraceIrinaas IrinaJamie Campbell BowerCaiusas CaiusChristopher HeyerdahlMarcusas MarcusMichael SheenAroas AroLateef CrowderSantiagoas SantiagoDaniel CudmoreFelixas Felix
tt1675434,The Intouchables,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",Olivier NakacheÉric Toledano,Olivier NakachePhilippe Pozzo di Borgo(adapted from his autobiographical tale Le Second Souffle)Éric Toledano,François CluzetOmar SyAnne Le Ny,François CluzetPhilippeas PhilippeOmar SyDrissas DrissAnne Le NyYvonneas YvonneAudrey FleurotMagalieas MagalieJoséphine de MeauxLa DRH société de coursesas La DRH société de coursesClotilde MolletMarcelleas MarcelleAlba Gaïa BellugiElisaas ElisaCyril MendyAdamaas AdamaSalimata KamateFatouas FatouAbsa Diatou ToureMinaas MinaGrégoire OestermannAntoineas AntoineDominique DaguierAmie de Philippeas Amie de PhilippeFrançois CaronAmi de Philippeas Ami de PhilippeChristian AmeriAlbertas AlbertThomas SolivérèsBastien - dit le Plumeauas Bastien - dit le Plumeau(as Thomas Soliveres)Dorothée BrièreEléonoreas Eléonore(as Dorothée Briere Meritte)Marie-Laure DescoureauxFemme de chambreas Femme de chambreÉmilie CaenGaleristeas Galeriste(as Emilie Caen)
tt1682181,Bully (I),A documentary on peer-to-peer bullying in schools across America.,Lee Hirsch,Cynthia LowenLee Hirsch,Alex LibbyKelby JohnsonLona Johnson,Alex LibbySelfas SelfKelby JohnsonSelfas SelfLona JohnsonSelfas SelfBob JohnsonSelfas SelfJa'Meya JacksonSelfas SelfJackie LibbySelfas SelfPhilip LibbySelfas SelfMaya LibbySelfas SelfJada LibbySelfas SelfEthan LibbySelfas SelfLogan LibbySelfas SelfKim LockwoodSelfas SelfDavid LongSelfas SelfTina LongSelfas SelfTeryn LongSelfas SelfTroy LongSelfas SelfDevon MatthewsSelfas SelfBarbara PrimerSelfas Self
tt1694020,The Guilt Trip,"As inventor Andy Brewster is about to embark on the road trip of a lifetime, a quick stop at his mom's house turns into an unexpected cross-country voyage with her along for the ride.",Anne Fletcher,Dan FogelmanJason Conzelman(collaborating writer),Barbra StreisandSeth RogenJulene Renee,Barbra StreisandJoyce Brewsteras Joyce BrewsterSeth RogenAndrew Brewsteras Andrew BrewsterJulene ReneeK-Mart Receptionistas K-Mart ReceptionistZabryna GuevaraK-Mart Executiveas K-Mart ExecutiveJohn FunkK-Mart Executiveas K-Mart ExecutiveRobert Curtis BrownK-Mart Executiveas K-Mart ExecutiveKathy NajimyGayleas GayleMiriam MargolyesAnitaas AnitaRose AbdooDianaas DianaTom VirtueMature Singles Manas Mature Singles ManVivian VanderwerdMature Singles Womanas Mature Singles WomanWorth HoweBobas BobVicki GoldsmithYoung Joyceas Young JoyceMatthew LevinsonToddler Andyas Toddler AndyJoseph LevinsonToddler Andyas Toddler AndyKevin O'KeefeBudget Car Renteras Budget Car RenterRick GonzalezMarkas MarkJeff WitzkeMiddlesex Voice Overas Middlesex Voice Over(voice)
tt1700844,The Deep Blue Sea,The wife of a British Judge is caught in a self-destructive love affair with a Royal Air Force pilot.,Terence Davies,Terence Rattigan(play)Terence Davies(adaptation),Rachel WeiszTom HiddlestonAnn Mitchell,Rachel WeiszHester Collyeras Hester CollyerTom HiddlestonFreddie Pageas Freddie PageAnn MitchellMrs Eltonas Mrs EltonJolyon CoyPhilip Welchas Philip WelchKarl JohnsonMr Milleras Mr MillerSimon Russell BealeSir William Collyeras Sir William CollyerHarry Hadden-PatonJackie Jacksonas Jackie JacksonSarah KantsLiz Jacksonas Liz JacksonOliver Ford DaviesHester's Fatheras Hester's FatherBarbara JeffordCollyer's Motheras Collyer's MotherMark TandyEde and Ravenscroft Assistantas Ede and Ravenscroft AssistantStuart McLoughlinSinging Man in Tubeas Singing Man in TubeNicholas AmerMr Eltonas Mr EltonJorge Ojeda-DávilaMan in Bunker Bedas Man in Bunker Bed(uncredited)Owen ThomasCaretakeras Caretaker(uncredited)
tt1702425,Casa de mi Padre,"Scheming on a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",Matt Piedmont,Andrew SteeleEva Maria Peters(dubbing dialogue),Will FerrellGael García BernalDiego Luna,Will FerrellArmandoas ArmandoGael García BernalOnzaas OnzaDiego LunaRaulas RaulNick OffermanDEA Agent Parkeras DEA Agent ParkerPedro Armendáriz Jr.Miguel Ernestoas Miguel ErnestoGenesis RodriguezSoniaas SoniaEfren RamirezEstebanas EstebanAdrian MartinezManuelas ManuelManuel UrregoOfficer Blancardoas Officer BlancardoJerry CollinsDEA Agent #2as DEA Agent #2Luis CarazoYoung Miguel Ernestoas Young Miguel Ernesto(as Louis Carazo)Sandra EcheverríaMiguel Ernesto's Wifeas Miguel Ernesto's WifeElijah VelardeYoung Armandoas Young ArmandoAlejandro PatiñoHectoras Hector(as Alejandro Patino)Eduardo RicardOld Friend #1as Old Friend #1Pedro LopezOld Friend #2as Old Friend #2James VictorOld Friend #3as Old Friend #3William MarquezDoctoras Doctor
tt1703958,Ek Main Aur Ekk Tu,A few drinks too many leads an uptight architect and quick-witted hairstylist to marry in Las Vegas. Can a mistake lead to friendship and love?,Shakun Batra,Shakun BatraAyesha DeVitre,Kareena KapoorBoman IraniImran Khan,Kareena KapoorRiana Braganzaas Riana BraganzaBoman IraniMr. Kapooras Mr. KapoorImran KhanRahul Kapooras Rahul KapoorZenobia ShroffNicole Braganzaas Nicole BraganzaRatna Pathak ShahMrs. Kapooras Mrs. KapoorRam KapoorMr. Bulanias Mr. BulaniAnju MahendruAyesha DeVitreRajesh KhattarMr. Shahas Mr. ShahAkshat VermaMukul ChaddaRiana's Brother in Lawas Riana's Brother in LawManasi ScottRiana's Sisteras Riana's SisterSonia MehraAnushaas AnushaAvantika Malik KhanAuntyjias AuntyjiBosco MartisDeepti DattPsychiatristas PsychiatristDana LewisMrs. Bulanias Mrs. BulaniBen Fama Jr.Patronas Patron
tt1704573,Bernie,"In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp.",Richard Linklater,Skip Hollandsworth(based on the article in Texas Monthly by)Richard Linklater(screenplay),Jack BlackShirley MacLaineMatthew McConaughey,Jack BlackBernie Tiedeas Bernie TiedeShirley MacLaineMarjorie Nugentas Marjorie NugentMatthew McConaugheyDanny Buckas Danny BuckBrady ColemanScrappy Holmesas Scrappy HolmesRichard RobichauxLloyd Hornbuckleas Lloyd HornbuckleRick DialDon Leggettas Don LeggettBrandon SmithSheriff Huckabeeas Sheriff HuckabeeLarry Jack DotsonRev. Woodardas Rev. WoodardMerrilee McCommasMollyas MollyMathew GreerCarlas Carl(as Matthew Greer)Marjorie DomeTownspersonas TownspersonTim CarikerTownspersonas TownspersonFern LukerTownspersonas TownspersonJack PayneTownspersonas TownspersonSonny Carl DavisTownspersonas Townsperson(as Sonny Davis)Chris HumphreyTownspersonas TownspersonAnn ReevesTownspersonas TownspersonKay EppersonTownspersonas Townsperson
tt1706593,Chronicle,Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,Josh Trank,Max Landis(screenplay)Josh Trank(story),Dane DeHaanAlex RussellMichael B. Jordan,Dane DeHaanAndrew Detmeras Andrew DetmerAlex RussellMatt Garettyas Matt GarettyMichael B. JordanSteve Montgomeryas Steve MontgomeryMichael KellyRichard Detmeras Richard DetmerAshley HinshawCasey Letteras Casey LetterBo PetersenKaren Detmeras Karen DetmerAnna WoodMonicaas MonicaRudi MalcolmWayneas WayneLuke TylerSeanas SeanCrystal-Donna RobertsSamanthaas Samantha(as Crystal Donna Roberts)Adrian CollinsCostlyas CostlyGrant PowellHowardas HowardArmand AucampAustinas AustinNicole BaileyCalaas CalaLynita CroffordCasey's Momas Casey's MomRoyston StoffelsPharmacistas PharmacistPatrick John WaltonPark Rangeras Park Ranger(as Patrick Walton)Lance ElliotPolice Officeras Police Officer
tt1707386,Les Misérables,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",Tom Hooper,William Nicholson(screenplay by)Alain Boublil(screenplay by)Claude-Michel Schönberg(screenplay by),Hugh JackmanRussell CroweAnne Hathaway,Hugh JackmanJean Valjeanas Jean ValjeanRussell CroweJavertas JavertAnne HathawayFantineas FantineAmanda SeyfriedCosetteas CosetteSacha Baron CohenThénardieras ThénardierHelena Bonham CarterMadame Thénardieras Madame ThénardierEddie RedmayneMariusas MariusAaron TveitEnjolrasas EnjolrasSamantha BarksÉponineas ÉponineDaniel HuttlestoneGavrocheas GavrocheCavin CornwallConvict 1as Convict 1Josef AltinConvict 2as Convict 2Dave HawleyConvict 3as Convict 3(as David Hawley)Adam JonesConvict 4as Convict 4John BarrConvict 5as Convict 5Tony RohrOverseeras OverseerRichard DixonMairie Officeras Mairie OfficerAndy BeckwithInnkeeperas Innkeeper
